,scores,labels
0,0.7687831521034241,0
1,0.401155561208725,0
2,0.4180811643600464,0
3,0.4443276524543762,0
4,0.44215354323387146,0
5,0.44118982553482056,0
6,0.4550013244152069,0
7,0.44339603185653687,0
8,0.4600600600242615,0
9,0.45163315534591675,0
10,0.4066709876060486,0
11,0.40871766209602356,0
12,0.7102755308151245,0
13,0.7085169553756714,0
14,0.4302870035171509,0
15,0.4715193808078766,0
16,0.4545079171657562,0
17,0.7053167223930359,0
18,0.49550628662109375,0
19,0.4790230691432953,0
20,0.8328075408935547,0
21,0.4365021586418152,0
22,0.47940152883529663,0
23,0.7852372527122498,0
24,0.4419962167739868,0
25,0.49843186140060425,0
26,0.47630926966667175,0
27,0.4702204167842865,0
28,0.4500088393688202,0
29,0.44197192788124084,0
30,0.7429916262626648,0
31,0.506276547908783,0
32,0.5476651191711426,0
33,0.4397260248661041,0
34,0.7072740197181702,0
35,0.4920571446418762,0
36,0.8656516671180725,0
37,1.02268648147583,0
38,0.7877401113510132,0
39,0.7788828611373901,0
40,0.49085763096809387,0
41,0.43404558300971985,0
42,0.42650213837623596,0
43,0.4498530924320221,0
44,0.42673271894454956,0
45,0.41589751839637756,0
46,0.41494491696357727,0
47,1.6167985200881958,0
48,0.6100318431854248,0
49,0.5901095271110535,0
50,0.905308187007904,0
51,0.5094338059425354,0
52,0.6278389096260071,0
53,0.588515043258667,0
54,0.48964381217956543,0
55,0.5284333229064941,0
56,0.8138971924781799,0
57,1.02088463306427,0
58,0.5376191735267639,0
59,0.6237123608589172,0
60,0.9607844948768616,0
61,0.5854758620262146,0
62,0.5785008072853088,0
63,0.6273523569107056,0
64,0.6057707667350769,0
65,0.6310622096061707,0
66,0.6719633340835571,0
67,0.6313784718513489,0
68,0.6787975430488586,0
69,0.5533236265182495,0
70,0.5825877785682678,0
71,0.6165926456451416,0
72,0.6413924694061279,0
73,0.609735906124115,0
74,0.6854300498962402,0
75,0.6562656760215759,0
76,0.900749921798706,0
77,0.8607635498046875,0
78,0.5575725436210632,0
79,0.5835935473442078,0
80,0.7114663124084473,0
81,0.7567881941795349,0
82,0.7080039978027344,0
83,0.7367735505104065,0
84,1.106415033340454,0
85,0.9521905779838562,0
86,0.8691247701644897,0
87,0.7046822309494019,0
88,0.887631893157959,0
89,0.7554460167884827,0
90,0.8337922692298889,0
91,0.7689899802207947,0
92,0.6342018842697144,0
93,0.7852143049240112,0
94,0.6964200735092163,0
